ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Gloss,MWE_Structure,Main_Entry,Morphology,Variant_Form
bakubaku_aasun,tio,bakubaku aasun,n2.constr,aasun ; bakubaku,shark tuna,n - n,,bakubaku aasun,
balus,tio,balus,n3,,,,,,
bana_1,tio,bana,adv,haabana,,,,,
bana_2,tio,bana,n3,,,,,,
bana_3,tio,bana,vd,,,,,,
bana_ki,tio,bana ki,vt.constr,bana_3,spread DAT,vd - prep,,bana ki,
bana_ni,tio,bana ni,vt.constr,bana_3,spread.out APPL,vd - appl,,bana ni,
banabana,tio,banabana,n3,avuisi ; ketoketo ; vuavua,,,,,
banata,tio,banata,adj,baneo_1,,,,,
baneo_1,tio,baneo,n3,,,,,,
baneo_2,tio,baneo,n2,kovata_1,,,,,
baneo_visoasi,tio,baneo visoasi,n3.constr,hihi ; kahu_1 ; kave_goroto ; varoava ; visoasi_2,breadfruit.tree young,n - adj,,baneo visoasi,baneo visoas
banis,tio,banis,n2,,,,,,
bano,tio,bano,n2,kepakepa ; vakepaa,,,,,
banoasi,tio,banoasi,n2,ba ; maa_2,KIN.PLM-relative,,,ba-noasi,
bao_1,tio,bao,n2,vabaobao,,,,,
bao_2,tio,bao,vi,vabaobao,,,,,
bao_3,tio,bao,n3,kara_bao,,,,,
baono,tio,baono,n3,voi_1,,,,,
baoru_1,tio,baoru,vi,baoru_2 ; kave_baoru ; nove_ni,,,,,
baoru_2,tio,baoru,n3,kave_baoru,,,,,
baoru_3,tio,baoru,vi,vaabaoru,,,,,
bara_1,tio,bara,conj,ae,and2,,,bara,
bara_2,tio,bara,interjection,mataa_2,,,,,
barabarana,tio,barabarana,adj,barana ; vabarabarana,RED-soft.wood,,,bara-barana,
barana,tio,barana,n3,ta_barabarana ; vabarabarana,,,,,
baranda,tio,baranda,n2,paranda_1 ; paranda_2 ; rooa,,,,,paranda
bararaa,tio,bararaa,n2,,,,,,
bararaka_1,tio,bararaka,adj,vaabararaka ; vabararaka,,,,,
bararaka_2,tio,bararaka,vi,,,,,,
bareru,tio,bareru,n3,nin_hata_bara_pees ; vaaburaburaa ; vua_bareru,,,,,
bari_1,tio,bari,pron,bona_3,4PL.PRON,,,bari,
bari_2,tio,bari,dem,bona_4,ANA.PL,,,bari,
barii_1,tio,barii,n2,babarii ; haehae_1 ; sivasu,,,,,
barii_2,tio,barii,n3,kapa_1,,,,,
basiaun,tio,basiaun,n2,magara_2,,,,,
basu,tio,basu,n3,boon_2,,,,,
bata_1,tio,bata,adv,batana ; batari_1 ; batari_2,CONT,,,bata,
bata_2,tio,bata,particle,mee_2,,,,,
batai,tio,batai,clitic constr,,CONT=3SG.PRON,adv = pron,,bata=i,
batana,tio,batana,clitic constr,bata_1 ; na_3,CONT=3SG.IPFV,adv = tam,,bata=na,
batanai,tio,batanai,clitic constr,,CONT=3SG.IPFV=DEM1,adv = tam = dem,,bata=na=i,
batara,tio,batara,clitic constr,LX000076 ; bata_1,CONT=1PL.INC.IPFV,adv = tam,,bata=ra,
batari_1,tio,batari,clitic constr,LX000077 ; bata_1 ; ri_1,CONT=3PL.OBJM,adv = object marker,,bata=ri,
batari_2,tio,batari,clitic constr,LX000078 ; bata_1 ; kaavisu,CONT=3PL.IPFV,adv = tam,,bata=ri,
batau,tio,batau,clitic constr,bata_1 ; u_2,CONT=IMM,adv = tam,,bata=u,
batava,tio,batava,n2,,,,,,
bau,tio,bau,adv,LX000041,,,,,
be_1,tio,be,conj,beve_1,if/when,,,be,
be_2,tio,be,conj,bean_2 ; beara_2 ; beve_2,COMPL2,,,be,
be_3,tio,be,clitic constr,be_1 ; e_1,if/when=ART1.SG,conj = art,,be=e,
LX000005,tio,be mei ... tea,conj.constr,mei,when not.happen.yet ...COMPL1,conj vi ... conj,,be mei ... tea,
LX000006,tio,be ... vo sau,conj.constr,be_3 ; bea_1 ; sau_1,if/when ... GOAL where,conj - prep - adv,,be ... vo sau,
bea_1,tio,bea,clitic constr,be_1,if/when=ART2.SG,conj = art,,be=a,
bea_2,tio,bea,clitic constr,be_1,if/when=ART3.PL,conj = art,,be=a,
bea_3,tio,bea,clitic constr,be_2,COMPL2=ART2.SG,conj = art,,be=a,
bea_4,tio,bea,clitic constr,be_2,COMPL2=ART3.PL,conj = art,,be=a,
beaka,tio,beaka,vi/vt,beaka_ni,,,,,
beaka_ni,tio,beaka ni,vt.constr,beaka,,vi/vt - appl,,,
beam_1,tio,beam,clitic constr,be_1 ; bean_1 ; beve_1,if/when=2PL.PRON,conj = pron,,be=am,
beam_2,tio,beam,clitic constr,ahiki_be ; be_2,COMPL2=2PL.PRON,conj = pron,,be=am,
bean_1,tio,bean,clitic constr,be_1 ; beam_1 ; ean,if/when=2SG.PRON,conj = pron,,be=an,
bean_2,tio,bean,clitic constr,be_2,COMPL2=2SG.PRON,conj = pron,,be=an,
beana_1,tio,beana,n2,kara_ahono ; koto ; ponpon_1 ; vabunobuno,,,,,
beana_2,tio,beana,vt,iri,,,,,
beana_hata,tio,beana hata,adj.constr,beana_1,bait bad,n - adj,,beana hata,
beana_ki,tio,beana ki,vt.constr,beana_ni ; paroparoo ; vaamunihi,angle.with.bait DAT,vd - prep,,beana ki,
beana_ni,tio,beana ni,vt.constr,bebeana_ni ; mataniva,angle.with.bait APPL,vt - appl,,beana ni,
beara_1,tio,beara,clitic constr,be_1 ; gogi_1,if/when=1PL.IN.PRON,conj = pron,,be=ara,
beara_2,tio,beara,clitic constr,be_2 ; eara,COMPL2=1PL.IN.PRON,conj = pron,,be=ara,
bebeahu_1,tio,bebeahu,adj,vaabebeahu_1 ; vaabebeahu_2 ; vabebeahu_1 ; vabebeahu_2 ; vuri_1,,,,,
bebeahu_2,tio,bebeahu,n2,bebeahu_1 ; tatabonata_2,,,,,
bebeahu_oha,tio,bebeahu oha,vt.constr,beera_oha_1 ; kave_goroto ; oha_1,long exceed,adj - vt,,bebeahu oha,
bebeahu_vaantee,tio,bebeahu vaantee,vt.constr,antee_1 ; vaantee_2,long CAUS-enough,adj - vt,,bebeahu va-antee,
bebeaka,tio,bebeaka,vi/vt,beaka,RED-defecate,,,be-beaka,
bebeaka_kaakoo,tio,bebeaka kaakoo,vi.constr,kaakoo,RED-excrete go.or.be.somewhere,vi - vi,,be-beaka kaakoo,
bebeaka_ni,tio,bebeaka ni,vt.constr,beaka ; bebeaka,RED-excrete APPL,vi - appl,,be-beaka ni,
bebeana_ni,tio,bebeana ni,vt.constr,beana_2 ; beana_ni ; evo ; kaavisu ; kareepana ; urita ; vaamunihi,RED-angle.with.bait APPL,vt - appl,,be-beana ni,
bebebeera,tio,bebebeera,adj,beera_1,RED-RED-big,,,be-be-beera,
bebeera_1,tio,bebeera,adj,beera_1 ; rutarutaa ; vahavahara,RED-big,,,be-beera,
bebeera_2,tio,bebeera,adj,beera_1,RED-big,,,be-beera,
bebeera_3,tio,bebeera,adj,beera_3,RED-chiefly,,,be-beera,
bebeera_ki,tio,bebeera ki,vt.constr,beera_2,RED-leader DAT,n - prep,,be-beera ki,
bebekoava,tio,bebekoava,n3,girogiroasi_1,,,,,
bebeo,tio,bebeo,adv,goton ; vanun,,,,,
beebebeahu,tio,beebebeahu,adj,ihu_1,RED-long,,,bee-bebeahu,
beebee_1,tio,beebee,n2,beebee_2 ; komabee,,,,,
beebee_2,tio,beebee,n3,beebee_1,,,,,
beeben,tio,beeben,vi/vt,tau_beeben ; vabenben,,,,,
beera_1,tio,beera,adj,bebebeera ; bebeera_2 ; kavukavuhu,,,,,
beera_2,tio,beera,n1,beera_1 ; naba_bebeera,,,,,
beera_3,tio,beera,adj,beera_2,,,,,
beera_4,tio,beera,n2,,,,,,
beera_5,tio,beera,n2,beera_1,,,,,
beera_6,tio,beera,n2,beera_1,,,,,
beera_antee,tio,beera antee,vi.constr,antee_1,big stop,adj - vi,,beera antee,
beera_ki,tio,beera ki,vt.constr,beera_2,chief DAT,n - prep,,beera ki,
beera_maa,tio,beera maa,vi.constr,beera_1 ; maa_1,big hither,adj - adv,,beera maa,
LX000007,tio,beera n=,n2.constr,,big 3SG.POSS,n - possessive marker,,beera n=,
beera_oha_1,tio,beera oha,vt.constr,barii_1 ; birii ; oha_1 ; tovasuae ; vigogiri,big exceed,adj - vt,,beera oha,
beera_oha_2,tio,beera oha,vi/vt.constr,,big exceed,adj - vt,,beera oha,
beera_potee,tio,beera potee,vt.constr,,big be.like,adj - vt,,beera potee,
beera_vaantee,tio,beera vaantee,vi.constr,vaantee_1,big ADVR-enough,adj - adv,,beera va-antee,
beera_vaantee_vo,tio,beera vaantee vo,vi.constr,vaantee_2 ; voen_2,big ADVR-stop like,adj - adv - prep,,beera va-antee vo,
beera_vaapeha_voen,tio,beera vaapeha voen,vi.constr,inimoo ; vaapeha_vo,big CAUS-one like=DEM3,adj - vi - prep = adv,,beera vaa-peha vo=en,
beera_vaoha,tio,beera vaoha,vi.constr,beera_1 ; oha_1 ; vaoha,big ADVR-exceed,adj - adv,,beera va-oha,
beeranae,tio,beeranae,n1.constr,beera_2,chief=3SG.POSS=3SG.PRON,n = pron,,beera=na=e,
behu_1,tio,behu,vi,meamea_1,,,,,
behu_2,tio,behu,n3,haraa_1 ; meamea_2,,,,,
beiko,tio,beiko,n2,,,,,,
beiko_moon,tio,beiko moon,n2.constr,moon_2,child female,n - adj,,beiko moon,
beiko_otei,tio,beiko otei,n2.constr,otei_2,child male,n - adj,,beiko otei,
beiko_vaamua,tio,beiko vaamua,n2.constr,vaamua,child first.born,n - adj,,beiko vaamua,
beitono,tio,beitono,vi/vt,baitono,,,,,baitono
beku,tio,beku,vt,kahi_3,,,,,
bekubeku,tio,bekubeku,adj,beku,RED-bark,,,beku-beku,
benaa_1,tio,benaa,clitic constr,be_1 ; enaa,if/when=1SG.PRON,conj = pron,,be=naa,
benaa_2,tio,benaa,clitic constr,be_2 ; enaa,COMPL2=1SG.PRON,conj = pron,,be=naa,
benam_1,tio,benam,clitic constr,be_1 ; enam,if/when=1PL.EX.PRON,conj = pron,,be=nam,
benam_2,tio,benam,clitic constr,be_2,COMPL2=1PL.EX.PRON,conj = pron,,be-nam,
bene_1,tio,bene,art,bone,OBJ.ART1.SG,,,bene,
bene_2,tio,bene,dem,,DEM4,,,bene,
bene_3,tio,bene,vi,voen_4,QUOT,,,bene,
bene_am,tio,bene am,pron.constr,am ; bene_1,OBJ.ART1.SG 2PL.PRON,art - pron,,bene am,
bene_an,tio,bene an,pron.constr,an_1 ; bene_1,OBJ.ART1.SG 2SG.PRON,art - pron,,bene an,
bene_enaa,tio,bene enaa,pron.constr,bene_1 ; enaa,OBJ.ART1.SG H-1SG.PRON,art - pron,,bene e-naa,
bene_eori,tio,bene eori,pron.constr,bene_1 ; bene_ori ; eori,OBJ.ART1.SG H-3PL.PRON,art - pron,,bene e-ori,
bene_eove,tio,bene eove,pron.constr,bene_1 ; bene_eve ; eove,OBJ.ART1.SG H.3SG.PRON,art - pron,,bene eove,
bene_ere,tio,bene ere,art.constr,bene_1 ; benere ; ere,OBJ.ART1.SG ART1.PL,art - art,,bene ere,
bene_eve,tio,bene eve,pron.constr,bene_1 ; eve,OBJ:ART1.SG 3SG.PRON,art - pron,,bene eve,
bene_nam,tio,bene nam,pron.constr,bene_1 ; nam,OBJ:ART1.SG 1PL.EX.PRON,art - pron,,bene nam,
bene_ori,tio,bene ori,pron.constr,bene_1 ; bene_eori,OBJ.ART1.SG 3PL.PRON,art - pron,,bene ori,
benere,tio,benere,art,bene_ere,OBJ.ART1.PL,,,benere,
benesin,tio,benesin,n2,raama_benesin,,,,,
benobenoana,tio,benobenoana,adj,benoo ; maraboro ; roovu,RED-flesh-ADJR,,,beno-beno-ana,
benoo,tio,benoo,n2/n3,bohara ; roovu ; tamanagaere,,,,,
benoo_beera,tio,benoo beera,adj.constr,benoo ; matavoana ; tooruae,meat big,n - adj,,benoo beera,
beo_1,tio,beo,clitic constr,be_1,if/when=ART2.PL,conj = art,,be=o,
beo_2,tio,beo,clitic constr,be_1,if/when=ART3.SG,conj = art,,be=o,
beo_3,tio,beo,clitic constr,be_2,COMPL2=ART2.PL,conj = art,,be=o,
beo_4,tio,beo,clitic constr,be_2,COMPL2=ART3.SG,conj = art,,be=o,
beori_1,tio,beori,clitic constr,be_1 ; eori,if/when=3PL.PRON,conj = pron,,be=ori,
beori_2,tio,beori,clitic constr,be_2 ; eori,COMPL2=3PL.PRON,conj = pron,,be=ori,
beove,tio,beove,clitic constr,be_1 ; beve_1 ; eove,if/when=3SG.PRON,conj = pron,,be=eove,
bere_1,tio,bere,clitic constr,be_1 ; ere,if/when.ART1.PL,conj = art,,bere,
bere_2,tio,bere,clitic constr,bo ; ere,and2.ART1.PL,conj = art,,bere,
berete,tio,berete,n2,,,,,,
bero_1,tio,bero,quantifier,bero_amaa_vuri ; vaberobero,,,,,
bero_2,tio,bero,adj,bero_1 ; vaberobero,,,,,
bero_3,tio,bero,n2,bebeahu_2,,,,,
bero_4,tio,bero,n2,,,,,,
bero_amaa_vuri,tio,bero amaa vuri,n2.constr,maa_2,many ART2.SG=PLM time,quantifier - NP,,bero a=maa vuri,
bero_ni,tio,bero ni,vt.constr,,many APPL,adj - appl,,bero ni,
bero_oha,tio,bero oha,vi.constr,bero_2 ; oha_1,many exceed,adj - vt,,bero oha,
bero_vaantee,tio,bero vaantee,vt.constr,bero_2 ; vaantee_2,many CAUS-enough,adj - vt,,bero va-antee,
berobero,tio,berobero,quantifier,hoe_1 ; panapanaa,RED-many,,,bero-bero,
berobero_oha,tio,berobero oha,vt.constr,,RED-much exceed,adj - vt,,bero-bero oha,
besin,tio,besin,n2,aha ; iaha,,,,,
besuu,tio,besuu,vi,besuu_kukurii,,,,,
besuu_kukurii,tio,besuu kukurii,vi.constr,kukurii,,vi - n,,,
beve_1,tio,beve,clitic constr,be_1,if/when=3SG.PRON,conj = pron,,be=eve,
beve_2,tio,beve,clitic constr,be_2 ; eve,COMPL2=3SG.PRON,conj = pron,,be=eve,
LX000008,tio,be...sau,conj.constr,sau_1,if...where,conj...adv,,be...sau,
biae,tio,biae,n3,kosi_1 ; pusu_biae,,,,,
bibiae,tio,bibiae,n3,biae,RED-trochus.shell,,,bi-biae,
biiraas_1,tio,biiraas,vt,uhu_1,,,,,
biiraas_2,tio,biiraas,n2,maurata_2,,,,,biras
bin,tio,bin,adv,sabin ; saka_bin,,,,,
binaa,tio,binaa,n3,taporohi_1 ; taporohi_2 ; vaanomo,,,,,
binbin,tio,binbin,adv,binubinu,RED-turn,,,bin-bin,binubinu
binbinu,tio,binbinu,adv,binubinu,RED-turn,,,bin-binu,binubinu
binin,tio,binin,vt,,,,,,
binu_gunaha,tio,binu gunaha,vt.constr,,turn go.down,vt - vi,,binu gunaha,
binubinu,tio,binubinu,adv,kekehai ; keroho,,,,,
binun_1,tio,binun,vt,mohina,,,,,
binun_2,tio,binun,n2,geto_suraa ; tahiupu,,,,,
bio,tio,bio,n3,maramakasi ; naosinivi,,,,,
biras_1,tio,biras,vt,kaporo_4,,,,,
biras_2,tio,biras,n3,,,,,,
biribirihi,tio,biribirihi,vi,karasi,RED-crash,,,biri-birihi,
birihi,tio,birihi,vi,vaapeo,,,,,
birii,tio,birii,n2,tei_vaagum,,,,,
birisi,tio,birisi,n3,vaatete ; vaatete_pahana,,,,,biris
biroo,tio,biroo,n2,ahio,,,,,
bisu_pauna,tio,bisu pauna,n2.constr,,garden banana,n - n,,bisu pauna,
biusu_1,tio,biusu,n3,koomaa_2,,,,,bius
biusu_2,tio,biusu,vi,,,,,,
bo,tio,bo,conj,mutanae,and3,,,bo,
boana,tio,boana,n3,,,,,,
boha,tio,boha,vi,,,,,,
boha_me,tio,boha me,vd.constr,boha_mi ; kamaanam,say with,vi - prep,,boha me,
boha_mi,tio,boha mi,vd.constr,boha ; boha_me ; boha_vo ; kavuaraara,say with,vi - prep,,boha mi,boha me
boha_ni_enei,tio,boha ni enei,vt.constr,,say APPL here,vi - appl - adv,,boha ni enei,
boha_vakoara,tio,boha vakoara,vi.constr,boha ; vakoara,say argue,vi - vi,,boha va-koara,
boha_vo,tio,boha vo,vi.constr,boha_voen,say like,vt - prep,,boha vo,
boha_voen,tio,boha voen,vt.constr,voen_4,say like=DEM3,vi - prep = adv,,boha vo=en,
bohara,tio,bohara,n3,pesu_2,,,,,
bokii,tio,bokii,n3,kasi_1,,,,,
boko,tio,boko,vi,supi_1,,,,,
boko_tavusu,tio,boko tavusu,vi.constr,supi_1,break.through come.out,vi - vi,,boko tavusu,
bom,tio,bom,n2,,,,,,
bon_1,tio,bon,n2,bon_2 ; boni_2 ; matana_bon,,,,,boni
bon_2,tio,bon,vi,takaha_2,,,,,
bon_3,tio,bon,n3,boni_1 ; vaahoa ; vaahoa_kave,,,,,boni
bon_beera,tio,bon beera,n3.constr,beera_1 ; bon_2,day big,n - adj,,bon beera,
bon_gono_von,tio,bon gono von,n3.constr,von_2,day get payment,n - vt - n,bon_2,bon gono von,
bon_maraa,tio,bon maraa,n3.constr,maraa ; paran ; too_hata,day fine,n - vi,,bon maraa,
bon_mararae,tio,bon mararae,n3.constr,bon_beera ; mararae ; vahuuhua,day happy,n - vi,,bon mararae,
bon_nao,tio,bon nao,n3.constr,,day go,n - vi,,bon nao,
bon_penapena,tio,bon penapena,n3.constr,Sande ; penapena_1,day sacred,n - vi,,bon penapena,
bon_vahio_kasuana,tio,bon vahio kasuana,n3.constr,pokaa_1 ; vahio_kasuana,day CAUS-sit beach,n - vt - n,,bon va-hio kasuana,
bon_vahuhu,tio,bon vahuhu,n3.constr,vahuhu,day give.birth,n - vi,,bon vahuhu,
bona_1,tio,bona,art,maa_2,OBJ.ART2.SG,,,bona,
bona_2,tio,bona,art,bono_1,ART3.PL,,,bona,
bona_3,tio,bona,pron,bari_1,4SG.PRON,,,bona,
bona_4,tio,bona,dem,bari_2,ANA.SG,,,bona,
bonaa,tio,bonaa,n2,vabibiinoo_ni,,,,,
bonaa_hoohoo,tio,bonaa hoohoo,n2.constr,genun ; hoohoo ; iobo ; kunkun ; vabibiinoo_ni,basket trap,n - vt,,bonaa hoohoo,
bonaa_iobo,tio,bonaa iobo,n2.constr,iobo,fishing.basket sea.sausage,n - n,,bonaa iobo,
bonaa_vabibiinoo,tio,bonaa vabibiinoo,n2.constr,vabibiinoo_ni,fishing.basket carry.on.the.side,n - vt,,bonaa vabibiinoo,
bone,tio,bone,art,bene_1,OBJ.ART1.SG,,,bone,
boni_1,tio,boni,n3,bon_3,,,,,bon
boni_2,tio,boni,n2,bon_1,,,,,bon
boni_vaaponuu_pauna,tio,boni vaaponuu pauna,n3.constr,vaaponuu_pauna,day CAUS-bend banana,n - vt - n,,boni vaa-ponuu pauna,
boni_vaavuriha,tio,boni vaavuriha,n3.constr,,day rest,n - vi,,boni vaavuriha,
bono_1,tio,bono,art,bona_2,OBJ.ART3.SG,,,bono,
bono_2,tio,bono,art,beiko ; iana,OBJ.ART2.PL,,,bono,
bonono,tio,bonono,n2,maramarabi ; namana_1 ; tei_me,,,,,
booboha,tio,booboha,vi,,RED-say,,,boo-boha,
booboha_1,tio,booboha,vt/vd,navuhu_booboha ; vabooboha,,,,,
boobon_1,tio,boobon,adj,bon_1 ; kuku ; masi_3,RED-night,,,boo-bon,bonbon
boobon_2,tio,boobon,n2,bon_1,RED-night,,,boo-bon,
boobon_3,tio,boobon,n3,boobon_1 ; kuku,RED-night,,,boo-bon,
booboo_1,tio,booboo,n2,kapa_kikis ; kapa_ponoto ; vuu_iana,,,,,
booboo_2,tio,booboo,n3,inaho ; kobuu_1 ; pakoo_2,,,,,
bookua,tio,bookua,n2,pohamana,,,,,
boon_1,tio,boon,n3,tapara_2 ; tokono,,,,,
boon_2,tio,boon,n2,hua_hovo ; taena_ruene,,,,,
boon_3,tio,boon,n3,hogo_4 ; vua_boon,,,,,
booro_1,tio,booro,n2/n3,kaoto_1,,,,,
booroo,tio,booroo,n2,kombao ; vanavana,,,,,
booru,tio,booru,n2,kanono,,,,,booro
borehe,tio,borehe,n2,nai_3,,,,,
borekape,tio,borekape,n3,,,,,,
boroborosuna,tio,boroborosuna,n2,anahi ; pata_1,,,,,
botori,tio,botori,n2,kookoo_3,,,,,
bua,tio,bua,numeral,buaku ; buo,two2,,,bua,
bua_totoka,tio,bua totoka,numeral,bua ; buaku_totoka ; peha_totoka ; toka,two2 on.top,,,bua totoka,
buaku,tio,buaku,numeral,bua ; buo,,,,,
buaku_saavun,tio,buaku saavun,numeral,borekape ; kave_goroto ; saavun,two ten,,,buaku saavun,
buaku_saavun_taonim,tio,buaku saavun taonim,numeral,saavun ; taonim,two ten five,,,buaku saavun taonim,
buaku_totoka,tio,buaku totoka,numeral,peha_totoka,two on.top,,,buaku totoka,
bubuaku,tio,bubuaku,adv,buaku,RED-two,,,bu-buaku,
bubuisi,tio,bubuisi,adj,kookoon,,,,,
bubukevara,tio,bubukevara,n2,pakapaka ; tara_vagogooravi,,,,,
bubuu,tio,bubuu,n1,subu_1 ; subunae,,,,,
bubuu_moon,tio,bubuu moon,n1.constr,moon_2 ; subu_1,grandparent female,n - adj,,bubuu moon,
bubuu_otei,tio,bubuu otei,n1.constr,otei_2 ; subu_1,grandparent male,n - adj,,bubuu otei,
bubuuhu,tio,bubuuhu,vt,,,,,,
bubuutoo,tio,bubuutoo,vi,,,,,,
buha,tio,buha,n2,buuniau ; hoohoa ; pohamana ; pusipusi,,,,,
buhaha,tio,buhaha,vt,anahuna ; paka_suva ; sibo,,,,,
buhiana,tio,buhiana,vi,avuhu_buhiana ; ukee,,,,,
buhin,tio,buhin,n2,,,,,,
buibui,tio,buibui,vi,,,,,,
buiri,tio,buiri,vi,paesi_2,,,,,
Buk_Penapena,tio,Buk Penapena,n3.constr,penapena_1,book sacred,n - vi,,Buk Penapena,
bukabuka,tio,bukabuka,vi,pana_bukabuka ; vusuvusu,,,,,
buki,tio,buki,vi/vt,,,,,,
buki_mi,tio,buki mi,vt.constr,aha ; avuin_1,be.bent for,vi - prep,,buki mi,
bukibuki,tio,bukibuki,vi,,RED-nod,,,buki-buki,
buku,tio,buku,n3,,,,,,
bulumakao,tio,bulumakao,n2,burumakao_1 ; kara_bao,,,,,burumakao
bun,tio,bun,vt/vd,aniva ; vabun_ni,,,,,
bunbun_ni,tio,bunbun ni,vt.constr,bun,RED-paint APPL,vt - appl,,bunbun ni,
bunbun_sinivi_ni,tio,bunbun sinivi ni,vt.constr,aniva,RED-paint canoe APPL,vt - n - appl,,bun-bun sinivi ni,
buno,tio,buno,vi/vt,vabunobuno,,,,,
buno_binubinu,tio,buno binubinu,vi.constr,,move RED-turn,vi - vi,,buno binu-binu,
buno_ni,tio,buno ni,vt.constr,komabee,move APPL,vi - appl,,buno ni,
bunobuno,tio,bunobuno,vi,,RED-move,,,buno-buno,
bunri,tio,bunri,n2,pauna_1,,,,,
buo,tio,buo,numeral,bua ; buaku,two3,,,buo,
buoto,tio,buoto,n2,kekeetoo ; maamihu_hum ; rivo_kakaniva,,,,,
buoto_karaa,tio,buoto karaa,n2.constr,suvasuva,triggerfish.sp. ?,n - ?,,buoto karaa,
buoto_panavuri,tio,buoto panavuri,n2.constr,panavuri ; suin,triggerfish orange.lined.triggerfish,n - n,,buoto panavuri,
bura,tio,bura,vt,tabura,,,,,
buraa_1,tio,buraa,vi,kamisi_1 ; vaaburaburaa,,,,,
buraa_2,tio,buraa,n3,avuhu_hata,,,,,
burara,tio,burara,n2,tatabonata_1,,,,,
burihina,tio,burihina,n2,,,,,,
buruhana_1,tio,buruhana,adj,nonouana,,,,,
buruhana_2,tio,buruhana,n3,baea ; hanatono ; nahi,,,,,
burumakao_1,tio,burumakao,n1/n2,kookoo_2,,,,,
burumakao_2,tio,burumakao,n2,kavuraa_1 ; tahi_vahapusu,,,,,
burun,tio,burun,vt,nano,,,,,
burusu,tio,burusu,vi,,,,,,
burusu_ni,tio,burusu ni,vt.constr,,tremble APPL,vi - appl,,burusu ni,
busbusu_1,tio,busbusu,vi,masi_1,,,,,
busbusu_2,tio,busbusu,n3,,,,,,
busu,tio,busu,vi/vt,busu_ni,,,,,
busu_gunaha_ni,tio,busu gunaha ni,vt.constr,hana,throw go.down APPL,vt - vi - appl,,busu gunaha ni,
busu_hovo,tio,busu hovo,vi.constr,,throw enter,vi - vi,,busu hovo,
busu_kahi,tio,busu kahi,vd.constr,kaboto ; urita,throw.away from,vt - prep,,busu kahi,
busu_ki,tio,busu ki,vd.constr,busu,throw DAT,vt - prep,,busu ki,
busu_ni,tio,busu ni,vt.constr,vaasun_pina_ni,throw APPL,vt - appl,,busu ni,
busu_vamate_ni,tio,busu vamate ni,vi.constr,tasu_vamate_ni,throw ADVR-dead APPL,vi - adv - appl,,busu va-mate ni,
busu_vaoro_ni,tio,busu vaoro ni,vt.constr,hoa_vaoro ; oro_1,throw CAUS-float APPL,vt - vt - appl,,busu va-oro ni,
busu_vatanaa_pina_ni,tio,busu vatanaa pina ni,vt.constr,tanaa_2 ; vatanaa_pina,throw MULT-put.up.nets.in.a.row blocking APPL,vt - vi - adv - appl,,busu va-tanaa pina ni,
busubusu,tio,busubusu,n2,agaagaa ; tatasu_3,RED-throw,,,busu-busu,
butabutara,tio,butabutara,vt,,RED-try,,,buta-butara,
butara,tio,butara,vt,,,,,,
butara_vakikis,tio,butara vakikis,vt.constr,,try ADVR-strong,vt - adv,,butara va-kikis,
butebutee,tio,butebutee,n3,tarai,,,,,
butobutoo,tio,butobutoo,adj,butoo_1 ; hatana,RED-mud,,,buto-butoo,
butoo_1,tio,butoo,vi,butobutoo ; hatana,,,,,
butoo_2,tio,butoo,n3,hatana,,,,,
butoo_3,tio,butoo,n3,,,,,,
butoto,tio,butoto,vi,,,,,,
buu,tio,buu,n2,tanavaesuesu,,,,,
buu_pihipihi,tio,buu pihipihi,n2.constr,pihipihi,wasp RED-sting,n - vi,,buu pihi-pihi,
buuniau,tio,buuniau,n3,pusipusi,,,,,
daane_1,tio,daane,vi,,,,,,
daane_2,tio,daane,n3,,,,,,
daavoe,tio,daavoe,n3,vavuhuvuhu,,,,,
dadadana_ni,tio,dadadana ni,vt.constr,,,vi - appl,,,
dadao,tio,dadao,vt,dao,RED-call,,,da-dao,
dadao_hovo,tio,dadao hovo,vt.constr,hovo_1,RED-call enter,vt - vi,,da-dao hovo,
dadao_unuunu,tio,dadao unuunu,vt.constr,unuunu_2,RED-call gather,vt - vt,,da-dao unuunu,
dadao_voosu,tio,dadao voosu,vt.constr,voosu,RED-call come.home,vt - vi,,da-dao voosu,
daha,tio,daha,vt,,,,,,
damidami,tio,damidami,n3,avaha ; hio_vaberobero,,,,,
damtae,tio,damtae,n3,porete_ni,,,,,
dao,tio,dao,vd,anahi ; vadadao,,,,,
dao_piipiku_ni,tio,dao piipiku ni,vt.constr,piipiku_2,call RED-lie APPL,vd - n - appl,,dao pii-piku ni,
daodao,tio,daodao,vd,dao,RED-call,,,dao-dao,
daram,tio,daram,n2,kokoraa,,,,,
deana,tio,deana,n3,hoe_1 ; onis,,,,,
dedereana,tio,dedereana,adj,dere,RED-saliva-ADJR,,,de-dere-ana,
dee_1,tio,dee,vt,kae_1 ; pate_3 ; vaadee_1,,,,,
dee_2,tio,dee,vi,urunata_2 ; vaadee_2,,,,,
dee_3,tio,dee,n2,dee_1,,,,,
dee_4,tio,dee,vt,,,,,,
dee_gunaha,tio,dee gunaha,vt.constr,gunaha ; iri ; kanono ; vavaaiku_2,carry go.down,vt - vi,,dee gunaha,
dee_gunaha_ki,tio,dee gunaha ki,vd.constr,gunaha,carry go.down DAT,vt - prep,,dee gunaha ki,
dee_kahi,tio,dee kahi,vd.constr,bean_1 ; mae_1,carry from,vt - prep,,dee kahi,
